Price,Close,High,Low,Open,Volume,Daily_Return,MA_30,MA_7,Ticker
Ticker,PLTR,PLTR,PLTR,PLTR,PLTR,,,,PLTR
Date,,,,,,,,,PLTR
2020-09-30,9.5,11.40999984741211,9.109999656677246,10.0,338584400,,,,PLTR
2020-10-01,9.460000038146973,10.100000381469727,9.229999542236328,9.6899995803833,124297600,-0.0042105223003187,,,PLTR
2020-10-02,9.199999809265137,9.279999732971191,8.9399995803833,9.0600004196167,55018300,-0.0274841678470822,,,PLTR
2020-10-05,9.029999732971191,9.489999771118164,8.920000076293945,9.430000305175781,36316900,-0.0184782695454778,,,PLTR
2020-10-06,9.899999618530273,10.180000305175781,8.899999618530273,9.039999961853027,90864000,0.0963455051258148,,,PLTR
2020-10-07,10.0,10.489999771118164,9.989999771118164,10.039999961853027,54672400,0.0101010490225224,,,PLTR
2020-10-08,10.0,10.399999618530273,9.989999771118164,10.289999961853027,34989200,0.0,,9.584285599844796,PLTR
2020-10-09,9.949999809265137,10.1899995803833,9.890000343322754,10.130000114440918,19653500,-0.0050000190734863,,9.648571286882673,PLTR
2020-10-12,9.890000343322754,10.050000190734863,9.65999984741211,10.039999961853027,20623600,-0.0060300971952294,,9.709999901907784,PLTR
2020-10-13,9.470000267028809,9.880000114440918,9.40999984741211,9.880000114440918,21847200,-0.0424671447638026,,9.748571395874023,PLTR
2020-10-14,9.34000015258789,9.65999984741211,9.289999961853027,9.600000381469727,13652600,-0.0137275724155502,,9.79285717010498,PLTR
2020-10-15,9.90999984741211,9.90999984741211,9.180000305175781,9.270000457763672,12924100,0.0610278035880209,,9.794285774230955,PLTR
2020-10-16,9.710000038146973,9.949999809265137,9.65999984741211,9.9399995803833,11142500,-0.0201816157764487,,9.752857208251951,PLTR
2020-10-19,9.569999694824219,9.819999694824219,9.529999732971191,9.789999961853027,9126400,-0.0144181609446698,,9.691428593226842,PLTR
2020-10-20,9.270000457763672,9.65999984741211,9.270000457763672,9.600000381469727,11138200,-0.0313478836601005,,9.594285828726631,PLTR
2020-10-21,9.199999809265137,9.479999542236328,9.199999809265137,9.300000190734863,9190000,-0.0075513101447486,,9.49571432386126,PLTR
2020-10-22,9.680000305175781,9.75,9.220000267028809,9.369999885559082,17928600,0.0521739680284825,,9.525714329310826,PLTR
2020-10-23,9.489999771118164,9.829999923706055,9.470000267028809,9.710000038146973,12618000,-0.0196281537259896,,9.54714284624372,PLTR
2020-10-26,9.949999809265137,9.970000267028809,9.600000381469727,9.720000267028809,23767300,0.048472081058098,,9.55285712650844,PLTR
2020-10-27,10.949999809265137,11.039999961853027,9.920000076293945,10.0,53695900,0.1005025144893803,,9.729999950953893,PLTR
2020-10-28,10.850000381469727,10.984999656677246,10.100000381469727,10.65999984741211,30941700,-0.0091323679942713,,9.912857191903251,PLTR
2020-10-29,10.75,11.100000381469727,10.5600004196167,10.899999618530273,20515700,-0.0092166246962085,,10.124285697937012,PLTR
2020-10-30,10.130000114440918,10.680000305175781,9.850000381469727,10.609999656677246,19705500,-0.0576744079589843,,10.257142884390694,PLTR
2020-11-02,10.539999961853027,10.569999694824219,10.229999542236328,10.229999542236328,11677800,0.0404738245587608,,10.37999997820173,PLTR
2020-11-03,10.5,10.9399995803833,10.4399995803833,10.569999694824219,21652800,-0.0037950628081401,,10.52428572518485,PLTR
2020-11-04,10.720000267028809,10.920000076293945,10.550000190734863,10.819999694824219,15783400,0.0209524063836961,,10.63428579057966,PLTR
2020-11-05,11.880000114440918,12.130000114440918,10.850000381469727,10.899999618530273,48560400,0.1082089382945155,,10.767142977033345,PLTR
2020-11-06,13.829999923706055,14.960000038146973,12.050000190734863,12.220000267028809,89977600,0.1641413965051048,,11.19285719735282,PLTR
2020-11-09,14.670000076293945,15.899999618530273,14.109999656677246,14.960000038146973,60099000,0.0607375384831379,,11.752857208251951,PLTR
2020-11-10,14.0,15.010000228881836,13.180000305175781,14.989999771118164,38078700,-0.0456714432726306,10.378000005086262,12.305714334760394,PLTR
2020-11-11,15.960000038146973,15.970000267028809,14.399999618530273,14.569999694824219,47027900,0.1400000027247838,10.593333339691162,13.080000059945244,PLTR
2020-11-12,14.579999923706055,17.059999465942383,14.40999984741211,16.65999984741211,97904000,-0.0864661723773493,10.764000002543131,13.662857191903251,PLTR
2020-11-13,15.800000190734863,16.0,14.489999771118164,14.489999771118164,76354800,0.0836762876140468,10.98400001525879,14.3885714667184,PLTR
2020-11-16,15.930000305175781,16.100000381469727,15.010000228881836,15.960000038146973,65326000,0.0082278552450365,11.214000034332276,14.967142922537668,PLTR
2020-11-17,17.850000381469727,18.75,16.18000030517578,16.290000915527344,116618500,0.1205273094483321,11.47900005976359,15.541428702218193,PLTR
2020-11-18,17.899999618530273,19.25,17.540000915527344,18.280000686645508,89957900,0.0028010776466118,11.742333380381266,16.002857208251953,PLTR
2020-11-19,18.979999542236328,18.979999542236328,17.959999084472656,18.5,56225400,0.0603351925543074,12.04166669845581,16.714285714285715,PLTR
2020-11-20,18.149999618530273,19.65999984741211,18.0,19.030000686645508,72104000,-0.0437302393953724,12.315000025431315,17.027142797197616,PLTR
2020-11-23,21.040000915527344,21.450000762939453,18.56999969482422,18.6299991607666,84716300,0.1592287249442427,12.686666711171467,17.950000081743514,PLTR
2020-11-24,23.81999969482422,24.270000457763672,20.6299991607666,22.350000381469727,115468800,0.1321292137989052,13.165000025431317,19.09571429661342,PLTR
