Price,Close,High,Low,Open,Volume,Daily_Return,MA_30,MA_7
Ticker,JPM,JPM,JPM,JPM,JPM,,,
Date,,,,,,,,
2019-01-02,81.25020599365234,81.63473622160714,78.4930536001329,78.50123057887812,15670900,,,
2019-01-03,80.09546661376953,81.56359380874069,79.74905585167323,81.35739602758953,16286400,-0.014212140951039842,,
2019-01-04,83.04826354980469,83.24621176073379,81.06051288505202,81.74509138481282,16935200,0.03686596833593492,,
2019-01-07,83.1059799194336,83.69158103501539,82.23994646682658,82.83379725802467,15430700,0.0006949738280113138,,
2019-01-08,82.94927978515625,83.98026914625875,82.10799523526687,83.82355674972007,13578800,-0.0018855458347192267,,
2019-01-09,82.8090591430664,83.70807876296995,82.42140617204043,83.14722035029263,14230300,-0.001690438331146793,,
2019-01-10,82.80083465576172,83.08126709374004,81.8770657266098,82.49565947468611,14376100,-9.931869036794438e-05,,82.29415566580636
2019-01-11,82.40491485595703,82.6193560972094,81.61310954500021,82.38841550345501,15439900,-0.004781591893978976,,82.45911407470703
2019-01-14,83.25444030761719,83.60085116198648,81.37391704943123,81.54712247661587,21258500,0.010309159995433692,,82.91039603097099
2019-01-15,83.86477661132812,84.51636246994926,81.32441798870197,81.56360821219515,26504900,0.007330975999067402,,83.02704075404576
2019-01-16,84.54112243652344,85.32467178594457,83.96377094670358,84.33492457692216,18533000,0.008064718616372701,,83.23206111363002
2019-01-17,84.8875503540039,85.3659309944529,84.06275875019277,84.21947116856826,14247600,0.004097744476252663,,83.50895690917969
2019-01-18,86.26494598388672,86.52063564573677,84.81331737331054,85.5886171584005,16428700,0.016226120604714067,,84.00265502929688
2019-01-22,84.90404510498047,85.44015458425199,84.2359596631196,85.01951541983836,17083700,-0.015775827172724965,,84.30311366489956
2019-01-23,84.68959045410156,85.53087500522264,84.10398925125715,85.31643374851433,12146700,-0.002525847273987303,,84.62949589320591
2019-01-24,84.73907470703125,85.02775046586493,84.07924530007706,84.23595140192415,11296800,0.0005843014786628409,,84.84158652169364
2019-01-25,85.27517700195312,86.03398353219225,84.7390613669973,85.3741542291116,14369400,0.006326506358198314,,85.04307229178292
2019-01-28,85.6793441772461,85.97626963945113,84.61536231978803,84.86280230251229,12283100,0.004739564190921808,,85.20567539760044
2019-01-29,85.91852569580078,86.69383168923177,85.5556217289548,85.67933541500484,9743300,0.002791589044611298,,85.35295758928571
2019-01-30,86.1164779663086,86.80105008461578,85.59685532761044,85.893780751821,12526300,0.0023039532965063447,,85.33174787248883
2019-01-31,85.36592102050781,85.61336098980509,84.73083432854585,85.29169280531451,17520600,-0.008715601979152221,,85.3977301461356
2019-02-01,85.6793441772461,86.47939298970634,85.38241871504104,85.77832142886783,13000800,0.003671525510314355,,85.53912353515625
2019-02-04,85.98448944091797,85.98448944091797,84.961750033493,85.60508621385158,9871500,0.003561479917967292,,85.71703992571149
2019-02-05,85.60511016845703,86.23195346768026,85.19271442024748,86.20720443695352,12763000,-0.004412182649774499,,85.76417323521206
